order_item_id,order_id,product_id,quantity,price_per_unit,total_price
145,145,8,4,488.18,1952.72
146,146,398,5,46.37,231.85
147,147,38,1,94.11,94.11
148,148,49,4,41.56,166.24
149,149,601,2,344.79,689.58
150,150,225,4,381.38,1525.52
151,151,151,5,182.32,911.6
152,152,569,2,266.2,532.4
153,153,397,5,184.59,922.95
154,154,622,2,125.5,251.0
155,155,230,3,94.85,284.55
156,156,524,4,111.12,444.48
157,157,678,3,150.73,452.19
158,158,623,4,76.99,307.96
159,159,48,2,57.05,114.1
160,160,324,1,98.49,98.49
161,161,431,4,230.82,923.28
162,162,336,4,43.5,174.0
163,163,524,5,111.12,555.6
164,164,424,5,228.89,1144.45
165,165,231,2,229.12,458.24
166,166,347,3,29.42,88.26
167,167,457,1,546.74,546.74
168,168,499,4,23.72,94.88
169,169,242,1,265.03,265.03
170,170,175,2,65.89,131.78
171,171,103,3,281.03,843.09
172,172,338,3,59.71,179.13
173,173,648,1,46.59,46.59
174,174,698,3,218.98,656.94
175,175,451,1,84.1,84.1
176,176,367,2,81.36,162.72
177,177,660,1,266.58,266.58
178,178,538,4,161.0,644.0
179,179,633,5,190.93,954.65
180,180,692,2,269.11,538.22
181,181,529,3,287.31,861.93
182,182,287,3,171.5,514.5
183,183,46,3,52.3,156.9
184,184,377,5,236.04,1180.2
185,185,551,2,449.75,899.5
186,186,108,1,203.54,203.54
187,187,319,1,70.56,70.56
188,188,316,4,144.28,577.12
189,189,53,1,135.86,135.86
190,190,157,2,89.9,179.8
191,191,664,3,53.11,159.33
192,192,51,2,360.58,721.16
193,193,411,5,28.74,143.7
194,194,455,1,32.03,32.03
195,195,333,4,494.74,1978.96
196,196,547,5,312.54,1562.7
197,197,77,1,393.43,393.43
198,198,597,4,79.16,316.64
199,199,462,5,120.62,603.1
200,200,458,5,185.92,929.6
201,201,55,2,43.95,87.9
202,202,238,3,272.8,818.4
203,203,643,3,30.68,92.04
204,204,366,4,72.73,290.92
205,205,525,3,114.83,344.49
206,206,270,4,163.03,652.12
207,207,485,5,141.35,706.75
208,208,301,1,224.72,224.72
209,209,238,4,272.8,1091.2
210,210,438,3,62.93,188.79
211,211,23,1,72.78,72.78
212,212,443,2,49.72,99.44
213,213,138,5,81.72,408.6
214,214,327,4,294.82,1179.28
215,215,224,4,137.5,550.0
216,216,519,2,57.11,114.22
217,217,122,3,87.97,263.91
218,218,597,4,79.16,316.64
219,219,375,4,522.69,2090.76
220,220,165,5,156.9,784.5
221,221,686,2,54.16,108.32
222,222,679,4,46.08,184.32
223,223,240,1,99.57,99.57
224,224,522,4,124.67,498.68
225,225,573,2,50.08,100.16
226,226,39,2,63.14,126.28
227,227,579,1,152.04,152.04
228,228,340,5,231.66,1158.3
229,229,378,3,90.33,270.99
230,230,658,2,148.88,297.76
231,231,233,2,60.69,121.38
232,232,180,3,55.72,167.16
233,233,93,4,450.71,1802.84
234,234,382,1,75.48,75.48
235,235,564,3,42.49,127.47
236,236,642,3,56.68,170.04
237,237,551,2,449.75,899.5
238,238,598,4,54.24,216.96
239,239,399,1,165.49,165.49
240,240,478,2,517.38,1034.76
241,241,308,3,192.53,577.59
242,242,394,4,158.14,632.56
243,243,261,4,54.39,217.56
244,244,181,1,138.16,138.16
245,245,354,5,135.67,678.35
246,246,366,5,72.73,363.65
247,247,291,1,125.01,125.01
248,248,643,4,30.68,122.72
249,249,275,5,95.88,479.4
250,250,118,4,144.0,576.0
251,251,66,4,103.14,412.56
252,252,4,3,201.44,604.32
253,253,14,2,347.94,695.88
254,254,170,1,80.52,80.52
255,255,526,1,315.33,315.33
256,256,415,5,62.74,313.7
257,257,566,1,65.82,65.82
258,258,662,3,42.99,128.97
259,259,102,2,50.43,100.86
260,260,308,3,192.53,577.59
261,261,684,4,90.27,361.08
262,262,396,1,92.46,92.46
263,263,605,3,79.62,238.86
264,264,576,2,509.38,1018.76
265,265,499,4,23.72,94.88
266,266,295,1,204.43,204.43
267,267,132,5,70.52,352.6
268,268,129,5,53.88,269.4
269,269,415,3,62.74,188.22
270,270,681,2,343.01,686.02
271,271,207,1,198.87,198.87
272,272,156,4,253.19,1012.76
273,273,650,3,463.19,1389.57
274,274,31,5,66.1,330.5
275,275,662,5,42.99,214.95
276,276,394,2,158.14,316.28
277,277,120,5,244.98,1224.9
278,278,194,4,98.26,393.04
279,279,387,4,205.74,822.96
280,280,471,1,88.54,88.54
281,281,615,4,215.29,861.16
282,282,426,4,39.51,158.04
283,283,446,1,114.29,114.29
284,284,2,2,240.06,480.12
285,285,321,4,33.73,134.92
286,286,247,3,46.37,139.11
287,287,179,1,242.82,242.82
288,288,138,2,81.72,163.44
289,289,137,2,241.39,482.78
290,290,276,5,30.29,151.45
291,291,603,5,75.0,375.0
292,292,41,1,72.69,72.69
293,293,214,4,132.88,531.52
294,294,434,5,52.36,261.8
295,295,227,4,21.86,87.44
296,296,500,3,222.43,667.29
297,297,633,1,190.93,190.93
298,298,97,4,160.84,643.36
299,299,464,5,100.75,503.75
300,300,74,3,18.83,56.49
301,301,154,3,49.22,147.66
302,302,283,4,95.88,383.52
303,303,124,3,77.56,232.68
304,304,301,1,224.72,224.72
305,305,632,2,488.5,977.0
306,306,217,2,20.5,41.0
307,307,359,1,81.42,81.42
308,308,469,3,35.05,105.15
309,309,405,3,232.07,696.21
310,310,445,3,193.55,580.65
311,311,144,4,100.74,402.96
312,312,54,1,98.71,98.71
313,313,563,4,75.16,300.64
314,314,253,4,34.43,137.72
315,315,132,4,70.52,282.08
316,316,224,1,137.5,137.5
317,317,582,5,201.41,1007.05
318,318,366,4,72.73,290.92
319,319,628,3,70.29,210.87
320,320,365,5,121.16,605.8
321,321,162,2,99.97,199.94
322,322,498,4,36.91,147.64
323,323,385,3,74.43,223.29
324,324,95,3,86.45,259.35
325,325,623,1,76.99,76.99
326,326,27,2,48.81,97.62
327,327,561,3,147.56,442.68
328,328,3,2,131.58,263.16
329,329,343,3,309.84,929.52
330,330,66,2,103.14,206.28
331,331,278,3,71.44,214.32
332,332,700,3,19.11,57.33
333,333,563,4,75.16,300.64
334,334,493,2,96.34,192.68
335,335,185,5,89.58,447.9
336,336,549,2,274.79,549.58
337,337,587,1,93.65,93.65
338,338,308,4,192.53,770.12
339,339,247,2,46.37,92.74
340,340,68,3,93.74,281.22
341,341,370,3,16.57,49.71
342,342,388,1,118.52,118.52
343,343,383,4,40.35,161.4
344,344,300,5,50.14,250.7
345,345,203,2,284.52,569.04
346,346,367,1,81.36,81.36
347,347,118,3,144.0,432.0
348,348,603,4,75.0,300.0
349,349,539,5,37.68,188.4
350,350,478,5,517.38,2586.9
351,351,325,2,416.47,832.94
352,352,66,2,103.14,206.28
353,353,9,3,268.86,806.58
354,354,15,5,229.09,1145.45
355,355,330,3,307.69,923.07
356,356,250,4,41.51,166.04
357,357,508,4,71.17,284.68
358,358,436,1,55.74,55.74
359,359,527,2,269.95,539.9
360,360,54,5,98.71,493.55
361,361,383,5,40.35,201.75
362,362,53,1,135.86,135.86
363,363,103,5,281.03,1405.15
364,364,492,2,85.22,170.44
365,365,88,3,355.64,1066.92
366,366,212,5,51.58,257.9
367,367,87,3,95.66,286.98
368,368,95,1,86.45,86.45
369,369,257,2,118.49,236.98
370,370,444,4,298.41,1193.64
371,371,548,4,67.64,270.56
372,372,175,1,65.89,65.89
373,373,16,4,28.92,115.68
374,374,562,1,52.73,52.73
375,375,562,4,52.73,210.92
376,376,100,1,56.49,56.49
377,377,630,4,253.02,1012.08
378,378,647,5,25.9,129.5
379,379,328,4,86.6,346.4
380,380,309,2,69.2,138.4
381,381,339,4,107.37,429.48
382,382,55,4,43.95,175.8
383,383,658,5,148.88,744.4
384,384,668,1,51.07,51.07
385,385,147,4,60.54,242.16
386,386,593,2,88.97,177.94
387,387,251,1,163.08,163.08
388,388,382,3,75.48,226.44
389,389,184,2,54.58,109.16
390,390,13,4,446.04,1784.16
391,391,35,1,145.1,145.1
392,392,190,2,65.57,131.14
393,393,56,2,103.97,207.94
394,394,515,4,89.1,356.4
395,395,344,3,52.2,156.6
396,396,20,3,45.93,137.79
397,397,142,2,71.03,142.06
398,398,296,1,117.66,117.66
399,399,99,3,32.07,96.21
400,400,158,1,165.61,165.61
401,401,414,4,10.47,41.88
402,402,492,1,85.22,85.22
403,403,106,3,277.15,831.45
404,404,78,3,146.45,439.35
405,405,328,5,86.6,433.0
406,406,580,2,424.9,849.8
407,407,20,1,45.93,45.93
408,408,412,4,81.98,327.92
409,409,256,2,157.57,315.14
410,410,532,2,261.72,523.44
411,411,132,2,70.52,141.04
412,412,140,3,51.09,153.27
413,413,39,1,63.14,63.14
414,414,328,2,86.6,173.2
415,415,602,2,32.3,64.6
416,416,189,2,311.24,622.48
417,417,49,3,41.56,124.68
418,418,387,2,205.74,411.48
419,419,671,1,39.79,39.79
420,420,98,5,31.1,155.5
421,421,48,1,57.05,57.05
422,422,117,2,104.05,208.1
423,423,263,5,20.48,102.4
424,424,315,2,157.83,315.66
425,425,229,5,42.73,213.65
426,426,104,2,81.99,163.98
427,427,234,2,63.43,126.86
428,428,373,2,56.35,112.7
429,429,530,4,245.38,981.52
430,430,120,2,244.98,489.96
431,431,163,2,253.93,507.86
432,432,613,3,32.21,96.63
433,433,344,4,52.2,208.8
434,434,696,3,209.36,628.08
435,435,342,2,16.05,32.1
436,436,222,3,90.18,270.54
437,437,191,5,231.63,1158.15
438,438,410,3,84.56,253.68
439,439,306,5,82.11,410.55
440,440,454,4,83.65,334.6
441,441,6,2,214.85,429.7
442,442,271,5,278.35,1391.75
443,443,525,4,114.83,459.32
444,444,440,2,50.09,100.18
445,445,275,2,95.88,191.76
446,446,56,5,103.97,519.85
447,447,366,2,72.73,145.46
448,448,448,4,29.49,117.96
449,449,652,4,39.69,158.76
450,450,641,2,301.38,602.76
451,451,284,5,375.92,1879.6
452,452,564,3,42.49,127.47
453,453,182,5,53.3,266.5
454,454,484,2,39.13,78.26
455,455,365,4,121.16,484.64
456,456,95,3,86.45,259.35
457,457,182,4,53.3,213.2
458,458,414,3,10.47,31.41
459,459,341,5,68.55,342.75
460,460,68,3,93.74,281.22
461,461,500,4,222.43,889.72
462,462,162,3,99.97,299.91
463,463,253,5,34.43,172.15
464,464,63,5,30.2,151.0
465,465,427,4,288.73,1154.92
466,466,308,1,192.53,192.53
467,467,273,4,119.93,479.72
468,468,379,2,278.62,557.24
469,469,256,4,157.57,630.28
470,470,596,3,206.68,620.04
471,471,164,3,34.52,103.56
472,472,453,3,357.46,1072.38
473,473,404,4,92.46,369.84
474,474,326,2,23.55,47.1
475,475,347,2,29.42,58.84
476,476,575,5,98.84,494.2
477,477,418,2,491.12,982.24
478,478,650,5,463.19,2315.95
479,479,565,3,89.25,267.75
480,480,256,2,157.57,315.14
481,481,297,2,92.96,185.92
482,482,398,4,46.37,185.48
483,483,607,2,91.1,182.2
484,484,305,1,80.03,80.03
485,485,347,4,29.42,117.68
486,486,84,2,55.34,110.68
487,487,657,4,188.25,753.0
488,488,661,4,71.49,285.96
489,489,202,5,318.38,1591.9
490,490,230,3,94.85,284.55
491,491,278,2,71.44,142.88
492,492,676,3,25.8,77.4
493,493,421,5,321.73,1608.65
494,494,337,5,158.77,793.85
495,495,440,2,50.09,100.18
496,496,685,5,88.4,442.0
497,497,27,4,48.81,195.24
498,498,104,4,81.99,327.96
499,499,552,2,162.27,324.54
500,500,304,5,71.05,355.25
501,501,482,5,75.95,379.75
502,502,655,2,21.17,42.34
503,503,631,5,139.67,698.35
504,504,560,1,76.94,76.94
505,505,426,1,39.51,39.51
506,506,363,2,209.33,418.66
507,507,690,5,150.59,752.95
508,508,86,1,55.21,55.21
509,509,404,5,92.46,462.3
510,510,672,2,66.06,132.12
511,511,473,1,277.08,277.08
512,512,30,2,189.24,378.48
513,513,24,4,102.24,408.96
514,514,214,4,132.88,531.52
515,515,134,4,45.62,182.48
516,516,61,4,32.61,130.44
517,517,171,1,324.61,324.61
518,518,98,3,31.1,93.3
519,519,550,5,189.17,945.85
520,520,434,4,52.36,209.44
521,521,568,1,89.01,89.01
522,522,570,2,156.72,313.44
523,523,396,3,92.46,277.38
524,524,588,2,28.21,56.42
525,525,121,2,264.19,528.38
526,526,126,3,84.32,252.96
527,527,408,2,36.14,72.28
528,528,607,3,91.1,273.3
529,529,453,4,357.46,1429.84
530,530,189,3,311.24,933.72
531,531,658,3,148.88,446.64
532,532,148,5,38.05,190.25
533,533,649,2,61.33,122.66
534,534,398,3,46.37,139.11
535,535,353,4,168.37,673.48
536,536,211,2,313.87,627.74
537,537,613,1,32.21,32.21
538,538,472,2,276.9,553.8
539,539,600,5,87.4,437.0
540,540,646,3,50.75,152.25
541,541,12,2,64.35,128.7
542,542,405,5,232.07,1160.35
543,543,269,5,61.1,305.5
544,544,681,1,343.01,343.01
545,545,684,1,90.27,90.27
546,546,186,4,91.94,367.76
547,547,393,3,318.97,956.91
548,548,581,4,123.19,492.76
549,549,91,5,137.94,689.7
550,550,420,4,114.52,458.08
551,551,689,1,129.04,129.04
552,552,422,5,52.12,260.6
553,553,230,2,94.85,189.7
554,554,337,2,158.77,317.54
555,555,615,1,215.29,215.29
556,556,34,1,138.71,138.71
557,557,399,1,165.49,165.49
558,558,174,3,280.72,842.16
559,559,585,1,65.29,65.29
560,560,117,4,104.05,416.2
561,561,253,5,34.43,172.15
562,562,617,3,23.62,70.86
563,563,600,1,87.4,87.4
564,564,84,2,55.34,110.68
565,565,232,2,33.94,67.88
566,566,279,3,156.93,470.79
567,567,221,4,65.41,261.64
568,568,682,4,244.71,978.84
569,569,494,2,83.4,166.8
570,570,281,5,275.96,1379.8
571,571,103,3,281.03,843.09
572,572,47,5,67.56,337.8
573,573,559,3,75.05,225.15
574,574,91,1,137.94,137.94
575,575,73,4,29.23,116.92
576,576,506,5,97.51,487.55
577,577,222,1,90.18,90.18
578,578,76,3,32.93,98.79
579,579,558,1,34.86,34.86
580,580,107,4,92.55,370.2
581,581,11,3,294.35,883.05
582,582,593,5,88.97,444.85
583,583,679,1,46.08,46.08
584,584,26,1,272.9,272.9
585,585,320,2,145.89,291.78
586,586,40,2,51.08,102.16
587,587,543,5,49.83,249.15
588,588,428,4,167.76,671.04
589,589,122,4,87.97,351.88
590,590,558,1,34.86,34.86
591,591,75,5,206.86,1034.3
592,592,617,1,23.62,23.62
593,593,253,3,34.43,103.29
594,594,148,1,38.05,38.05
595,595,206,3,296.02,888.06
596,596,514,3,18.07,54.21
597,597,310,5,108.05,540.25
598,598,268,2,264.64,529.28
599,599,62,2,39.73,79.46
600,600,327,2,294.82,589.64
601,601,77,4,393.43,1573.72
602,602,63,4,30.2,120.8
603,603,580,1,424.9,424.9
604,604,498,5,36.91,184.55
605,605,103,2,281.03,562.06
606,606,557,4,134.89,539.56
607,607,61,1,32.61,32.61
608,608,332,4,284.74,1138.96
609,609,102,1,50.43,50.43
610,610,508,1,71.17,71.17
611,611,209,2,68.09,136.18
612,612,101,5,28.62,143.1
613,613,699,3,94.82,284.46
614,614,17,2,97.47,194.94
615,615,311,4,31.22,124.88
616,616,686,1,54.16,54.16
617,617,166,5,123.94,619.7
618,618,569,1,266.2,266.2
619,619,297,1,92.96,92.96
620,620,123,2,367.79,735.58
621,621,547,4,312.54,1250.16
622,622,648,3,46.59,139.77
623,623,325,2,416.47,832.94
624,624,497,1,97.96,97.96
625,625,623,2,76.99,153.98
626,626,447,4,71.45,285.8
627,627,523,3,154.18,462.54
628,628,503,4,46.54,186.16
629,629,302,4,208.18,832.72
630,630,193,5,448.07,2240.35
631,631,74,2,18.83,37.66
632,632,568,1,89.01,89.01
633,633,39,4,63.14,252.56
634,634,309,5,69.2,346.0
635,635,114,4,169.27,677.08
636,636,126,5,84.32,421.6
637,637,294,2,85.05,170.1
638,638,256,2,157.57,315.14
639,639,122,3,87.97,263.91
640,640,291,1,125.01,125.01
641,641,78,2,146.45,292.9
642,642,85,3,72.71,218.13
643,643,224,3,137.5,412.5
644,644,53,4,135.86,543.44
645,645,612,4,76.14,304.56
646,646,678,2,150.73,301.46
647,647,398,1,46.37,46.37
648,648,417,5,317.58,1587.9
649,649,260,3,47.28,141.84
650,650,346,2,32.77,65.54
651,651,331,2,22.93,45.86
652,652,672,4,66.06,264.24
653,653,320,1,145.89,145.89
654,654,3,2,131.58,263.16
655,655,649,3,61.33,183.99
656,656,290,4,328.98,1315.92
657,657,67,4,246.6,986.4
658,658,598,5,54.24,271.2
659,659,612,5,76.14,380.7
660,660,283,5,95.88,479.4
661,661,539,3,37.68,113.04
662,662,437,4,80.88,323.52
663,663,620,3,526.51,1579.53
664,664,519,5,57.11,285.55
665,665,613,2,32.21,64.42
666,666,60,1,73.47,73.47
667,667,379,1,278.62,278.62
668,668,606,3,26.27,78.81
669,669,444,4,298.41,1193.64
670,670,357,4,97.79,391.16
671,671,214,3,132.88,398.64
672,672,373,5,56.35,281.75
673,673,304,2,71.05,142.1
674,674,189,4,311.24,1244.96
675,675,654,1,56.96,56.96
676,676,467,2,258.73,517.46
677,677,400,4,56.68,226.72
678,678,137,3,241.39,724.17
679,679,415,3,62.74,188.22
680,680,27,3,48.81,146.43
681,681,392,1,43.98,43.98
682,682,488,1,10.6,10.6
683,683,680,1,258.55,258.55
684,684,85,3,72.71,218.13
685,685,670,3,183.83,551.49
686,686,114,2,169.27,338.54
687,687,6,4,214.85,859.4
688,688,522,4,124.67,498.68
689,689,185,3,89.58,268.74
690,690,42,5,35.19,175.95
691,691,456,1,29.55,29.55
692,692,6,1,214.85,214.85
693,693,654,4,56.96,227.84
694,694,419,5,143.16,715.8
695,695,614,1,537.16,537.16
696,696,689,3,129.04,387.12
697,697,103,4,281.03,1124.12
698,698,139,5,204.04,1020.2
699,699,145,1,295.87,295.87
700,700,484,4,39.13,156.52
701,701,173,2,70.08,140.16
702,702,514,1,18.07,18.07
703,703,125,3,248.21,744.63
704,704,676,2,25.8,51.6
705,705,144,2,100.74,201.48
706,706,147,5,60.54,302.7
707,707,152,2,22.51,45.02
708,708,180,5,55.72,278.6
709,709,159,3,58.6,175.8
710,710,14,5,347.94,1739.7
711,711,285,4,96.2,384.8
712,712,335,2,78.17,156.34
713,713,539,2,37.68,75.36
714,714,367,5,81.36,406.8
715,715,606,5,26.27,131.35
716,716,305,1,80.03,80.03
717,717,2,3,240.06,720.18
718,718,95,1,86.45,86.45
719,719,568,3,89.01,267.03
720,720,464,5,100.75,503.75
721,721,119,2,100.95,201.9
722,722,382,1,75.48,75.48
723,723,119,2,100.95,201.9
724,724,356,1,46.97,46.97
725,725,322,2,96.27,192.54
726,726,327,4,294.82,1179.28
727,727,150,2,43.07,86.14
728,728,659,5,27.25,136.25
729,729,607,2,91.1,182.2
730,730,8,4,488.18,1952.72
731,731,297,1,92.96,92.96
732,732,655,3,21.17,63.51
733,733,502,5,110.8,554.0
734,734,42,5,35.19,175.95
735,735,476,5,276.87,1384.35
736,736,247,1,46.37,46.37
737,737,131,5,179.99,899.95
738,738,18,1,87.33,87.33
739,739,25,3,86.29,258.87
740,740,105,5,49.23,246.15
741,741,295,3,204.43,613.29
742,742,249,3,177.22,531.66
743,743,80,5,225.07,1125.35
744,744,341,2,68.55,137.1
745,745,523,1,154.18,154.18
746,746,672,3,66.06,198.18
747,747,295,4,204.43,817.72
748,748,570,4,156.72,626.88
749,749,466,3,39.43,118.29
750,750,644,2,81.14,162.28
751,751,564,1,42.49,42.49
752,752,180,1,55.72,55.72
753,753,657,5,188.25,941.25
754,754,691,5,40.67,203.35
755,755,625,2,32.58,65.16
756,756,24,4,102.24,408.96
757,757,228,3,96.31,288.93
758,758,510,5,240.0,1200.0
759,759,658,1,148.88,148.88
760,760,690,2,150.59,301.18
761,761,476,5,276.87,1384.35
762,762,600,1,87.4,87.4
763,763,684,2,90.27,180.54
764,764,100,2,56.49,112.98
765,765,677,5,159.4,797.0
766,766,456,3,29.55,88.65
767,767,246,4,83.06,332.24
768,768,611,5,303.31,1516.55
769,769,15,3,229.09,687.27
770,770,340,5,231.66,1158.3
771,771,331,3,22.93,68.79
772,772,505,3,469.34,1408.02
773,773,607,5,91.1,455.5
774,774,314,1,50.37,50.37
775,775,558,3,34.86,104.58
776,776,192,5,133.18,665.9
777,777,1,4,208.54,834.16
778,778,618,4,14.95,59.8
779,779,581,1,123.19,123.19
780,780,306,3,82.11,246.33
781,781,157,5,89.9,449.5
782,782,623,5,76.99,384.95
783,783,440,1,50.09,50.09
784,784,387,1,205.74,205.74
785,785,50,4,115.37,461.48
786,786,340,4,231.66,926.64
787,787,471,2,88.54,177.08
788,788,240,4,99.57,398.28
789,789,280,3,189.68,569.04
790,790,455,1,32.03,32.03
791,791,85,4,72.71,290.84
792,792,326,2,23.55,47.1
793,793,455,4,32.03,128.12
794,794,96,2,40.92,81.84
795,795,429,5,241.86,1209.3
796,796,71,3,87.79,263.37
797,797,602,5,32.3,161.5
798,798,60,2,73.47,146.94
799,799,367,2,81.36,162.72
800,800,651,1,124.16,124.16
801,801,525,3,114.83,344.49
802,802,200,4,84.77,339.08
803,803,409,5,279.48,1397.4
804,804,629,2,116.89,233.78
805,805,656,5,97.37,486.85
806,806,408,3,36.14,108.42
807,807,276,3,30.29,90.87
808,808,471,4,88.54,354.16
809,809,185,3,89.58,268.74
810,810,10,5,39.66,198.3
811,811,289,2,243.09,486.18
812,812,247,2,46.37,92.74
813,813,257,2,118.49,236.98
814,814,218,3,108.06,324.18
815,815,525,1,114.83,114.83
816,816,33,3,165.11,495.33
817,817,82,4,61.22,244.88
818,818,130,3,289.1,867.3
819,819,114,3,169.27,507.81
820,820,351,2,190.0,380.0
821,821,408,5,36.14,180.7
822,822,111,3,52.33,156.99
823,823,548,3,67.64,202.92
824,824,323,4,51.24,204.96
825,825,289,5,243.09,1215.45
826,826,30,4,189.24,756.96
827,827,179,4,242.82,971.28
828,828,577,4,97.41,389.64
829,829,16,2,28.92,57.84
830,830,285,2,96.2,192.4
831,831,378,4,90.33,361.32
832,832,63,2,30.2,60.4
833,833,219,2,56.29,112.58
834,834,673,2,25.85,51.7
835,835,636,3,30.06,90.18
836,836,692,5,269.11,1345.55
837,837,299,3,208.72,626.16
838,838,186,2,91.94,183.88
839,839,85,3,72.71,218.13
840,840,656,5,97.37,486.85
841,841,143,5,192.17,960.85
842,842,397,2,184.59,369.18
843,843,48,3,57.05,171.15
844,844,21,2,42.38,84.76
845,845,620,4,526.51,2106.04
846,846,402,2,59.16,118.32
847,847,633,5,190.93,954.65
848,848,93,4,450.71,1802.84
849,849,162,1,99.97,99.97
850,850,498,3,36.91,110.73
851,851,161,5,530.96,2654.8
852,852,143,2,192.17,384.34
853,853,28,3,15.72,47.16
854,854,90,4,23.28,93.12
855,855,476,5,276.87,1384.35
856,856,182,1,53.3,53.3
857,857,368,2,270.03,540.06
858,858,605,2,79.62,159.24
859,859,416,4,218.77,875.08
860,860,619,2,33.42,66.84
861,861,487,1,216.32,216.32
862,862,406,2,94.03,188.06
863,863,130,3,289.1,867.3
864,864,34,2,138.71,277.42
865,865,125,2,248.21,496.42
866,866,601,2,344.79,689.58
