order_id,order_date,customer_id,seller_id,order_status
135,2022-05-25,321,16,Processing
136,2024-05-01,730,48,Returned
137,2023-11-02,447,18,Shipped
138,2022-01-18,138,44,Returned
139,2023-08-07,340,31,Delivered
140,2022-04-26,457,23,Shipped
141,2023-03-26,499,36,Pending
142,2022-08-12,180,42,Cancelled
143,2024-03-09,84,54,Shipped
144,2021-11-14,880,53,Processing
145,2022-06-30,552,13,Shipped
146,2023-11-23,752,41,Pending
147,2024-12-29,745,5,Pending
148,2024-02-06,870,33,Returned
149,2022-03-29,32,53,Cancelled
150,2024-01-18,593,26,Cancelled
151,2024-07-02,218,3,Cancelled
152,2024-12-25,267,35,Cancelled
153,2021-03-18,484,42,Processing
154,2021-10-15,375,26,Processing
155,2023-11-10,791,38,Returned
156,2023-09-11,878,19,Processing
157,2023-03-25,476,33,Cancelled
158,2022-11-03,93,26,Shipped
159,2021-03-28,515,1,Returned
160,2024-02-23,245,55,Cancelled
161,2022-10-05,701,11,Cancelled
162,2022-01-03,144,29,Processing
163,2024-08-01,184,37,Cancelled
164,2024-06-08,676,10,Returned
165,2023-04-15,750,31,Shipped
166,2021-11-18,42,15,Delivered
167,2022-08-01,238,5,Shipped
168,2024-11-10,379,15,Pending
169,2022-01-14,685,14,Cancelled
170,2021-06-05,811,24,Delivered
171,2024-05-25,481,30,Pending
172,2021-08-14,41,42,Shipped
173,2022-03-09,106,46,Cancelled
174,2021-01-10,649,54,Shipped
175,2024-12-15,855,48,Shipped
176,2023-10-21,593,35,Cancelled
177,2022-09-08,179,25,Returned
178,2023-05-01,388,24,Cancelled
179,2023-09-11,670,54,Pending
180,2023-06-30,530,17,Delivered
181,2023-05-07,229,34,Delivered
182,2024-05-03,362,53,Shipped
183,2021-09-04,499,51,Delivered
184,2024-04-05,619,1,Cancelled
185,2021-11-28,143,29,Processing
186,2022-10-07,236,5,Cancelled
187,2021-05-30,659,18,Processing
188,2024-05-26,154,12,Processing
189,2022-10-21,371,39,Returned
190,2024-07-08,837,8,Returned
191,2023-09-25,236,27,Shipped
192,2021-06-27,738,8,Delivered
193,2024-01-04,692,31,Delivered
194,2024-07-19,216,38,Processing
195,2021-03-19,663,54,Delivered
196,2021-02-14,23,16,Pending
197,2024-09-03,131,37,Cancelled
198,2024-06-10,165,9,Returned
199,2024-01-30,525,3,Cancelled
200,2021-08-01,151,4,Processing
201,2023-08-28,265,12,Cancelled
202,2021-04-25,416,39,Cancelled
203,2023-04-29,653,2,Returned
204,2024-09-27,746,43,Shipped
205,2023-12-03,88,14,Delivered
206,2022-01-23,622,31,Delivered
207,2024-10-11,175,15,Delivered
208,2024-12-22,616,10,Cancelled
209,2022-06-11,841,50,Processing
210,2023-02-20,639,43,Cancelled
211,2022-12-08,271,11,Returned
212,2021-02-14,703,22,Delivered
213,2023-06-28,611,38,Pending
214,2021-10-01,236,25,Delivered
215,2021-03-17,136,7,Pending
216,2023-06-25,208,34,Cancelled
217,2022-04-26,701,27,Processing
218,2022-01-11,621,7,Processing
219,2024-02-04,488,40,Cancelled
220,2023-03-31,40,51,Cancelled
221,2021-08-31,516,49,Pending
222,2021-10-24,96,31,Returned
223,2021-02-09,134,39,Cancelled
224,2021-03-10,848,1,Returned
225,2023-09-15,665,28,Cancelled
226,2022-07-18,431,24,Pending
227,2021-05-06,715,34,Delivered
228,2021-04-27,235,52,Delivered
229,2024-12-17,809,50,Delivered
230,2023-01-05,359,38,Returned
231,2023-12-20,780,54,Returned
232,2024-10-06,590,7,Delivered
233,2024-03-20,138,17,Delivered
234,2024-11-13,785,15,Pending
235,2024-05-20,291,39,Cancelled
236,2023-03-13,419,17,Processing
237,2022-10-22,6,46,Returned
238,2022-05-22,809,1,Cancelled
239,2022-09-15,536,8,Cancelled
240,2021-04-20,8,25,Returned
241,2021-05-01,211,45,Shipped
242,2022-05-18,419,24,Pending
243,2023-04-06,159,28,Returned
244,2022-06-25,600,17,Shipped
245,2023-11-21,876,35,Delivered
246,2023-05-25,579,24,Cancelled
247,2023-10-29,283,44,Delivered
248,2022-10-03,774,14,Delivered
249,2022-06-05,566,51,Cancelled
250,2023-08-09,495,12,Shipped
251,2024-08-27,573,36,Delivered
252,2021-04-23,260,20,Cancelled
253,2022-09-25,353,50,Returned
254,2023-03-15,408,48,Processing
255,2021-09-20,876,43,Pending
256,2024-10-28,766,15,Delivered
257,2024-04-13,802,45,Processing
258,2021-09-25,103,14,Cancelled
259,2024-01-22,411,51,Shipped
260,2024-10-18,821,36,Cancelled
261,2024-05-11,714,44,Returned
262,2023-07-16,54,11,Delivered
263,2021-02-20,652,1,Pending
264,2023-08-02,844,10,Delivered
265,2021-11-03,615,28,Pending
266,2024-10-08,66,17,Processing
267,2022-01-27,380,6,Cancelled
268,2024-10-26,39,47,Delivered
269,2024-10-07,411,40,Returned
270,2022-03-26,534,19,Returned
271,2023-08-15,612,4,Processing
272,2023-08-29,656,32,Delivered
273,2024-04-18,11,13,Returned
274,2023-06-08,824,34,Shipped
275,2022-03-13,200,3,Cancelled
276,2021-10-27,523,34,Returned
277,2024-12-01,238,40,Processing
278,2023-04-30,691,3,Shipped
279,2021-08-23,245,42,Pending
280,2024-05-01,162,6,Shipped
281,2021-01-14,799,26,Shipped
282,2024-01-11,686,26,Delivered
283,2023-08-17,601,13,Cancelled
284,2024-08-27,16,48,Returned
285,2024-04-26,71,6,Cancelled
286,2024-03-20,292,47,Cancelled
287,2022-08-08,597,23,Shipped
288,2022-06-15,836,18,Processing
289,2021-12-07,621,13,Delivered
290,2022-04-23,414,37,Pending
291,2024-05-18,268,12,Delivered
292,2021-05-26,519,7,Cancelled
293,2023-05-22,75,33,Shipped
294,2021-11-10,349,8,Cancelled
295,2024-11-21,264,35,Cancelled
296,2024-07-08,257,45,Delivered
297,2023-06-08,387,37,Delivered
298,2022-10-12,789,16,Shipped
299,2024-08-22,795,30,Returned
300,2021-07-30,472,38,Pending
301,2022-04-19,494,8,Shipped
302,2021-07-25,70,25,Returned
303,2021-02-27,808,15,Returned
304,2023-07-14,719,15,Shipped
305,2023-10-02,423,23,Cancelled
306,2021-06-12,549,1,Returned
307,2023-07-28,853,17,Processing
308,2021-11-28,295,6,Delivered
309,2021-11-13,690,48,Shipped
310,2023-03-05,78,36,Processing
311,2021-06-07,488,21,Shipped
312,2023-08-16,224,37,Shipped
313,2023-12-12,188,48,Returned
314,2022-04-24,195,32,Returned
315,2021-12-16,205,16,Returned
316,2022-03-14,248,17,Processing
317,2023-01-18,235,13,Processing
318,2024-07-24,857,40,Shipped
319,2023-10-22,160,50,Pending
320,2024-05-01,123,6,Returned
321,2022-02-02,680,32,Cancelled
322,2022-07-10,7,49,Cancelled
323,2024-07-24,44,55,Delivered
324,2024-12-10,381,40,Shipped
325,2022-10-29,505,37,Shipped
326,2021-01-25,503,12,Cancelled
327,2022-08-25,287,26,Processing
328,2022-05-29,769,37,Processing
329,2023-01-15,56,34,Delivered
330,2024-01-09,490,35,Pending
331,2023-09-05,515,23,Delivered
332,2023-03-08,882,44,Processing
333,2024-02-20,469,8,Returned
334,2024-01-26,531,30,Shipped
335,2021-12-26,706,1,Pending
336,2024-01-09,691,14,Delivered
337,2022-09-14,595,7,Shipped
338,2023-07-24,371,40,Shipped
339,2021-09-11,192,36,Shipped
340,2022-05-09,243,18,Delivered
341,2024-12-30,628,22,Shipped
342,2022-07-26,189,32,Delivered
343,2022-01-02,216,27,Returned
344,2022-08-03,771,24,Shipped
345,2023-10-30,875,26,Shipped
346,2021-10-12,462,12,Cancelled
347,2022-01-05,135,37,Returned
348,2022-08-01,235,53,Pending
349,2024-07-06,739,18,Processing
350,2024-06-22,569,28,Delivered
351,2022-02-01,201,10,Returned
352,2024-08-13,154,31,Pending
353,2021-05-13,181,27,Delivered
354,2023-02-05,138,55,Returned
355,2024-09-25,530,35,Returned
356,2023-03-22,324,51,Delivered
357,2021-08-20,308,17,Cancelled
358,2024-03-08,880,37,Pending
359,2022-10-27,408,7,Returned
360,2021-12-17,168,4,Processing
361,2023-08-31,834,17,Delivered
362,2021-10-05,860,41,Pending
363,2024-06-10,461,48,Shipped
364,2021-03-23,267,24,Shipped
365,2022-12-31,574,36,Shipped
366,2021-01-12,353,2,Delivered
367,2022-08-27,125,23,Returned
368,2023-01-18,621,13,Cancelled
369,2021-02-14,590,42,Returned
370,2021-06-07,552,12,Shipped
371,2023-09-09,364,21,Returned
372,2022-04-16,523,32,Returned
373,2021-12-28,458,6,Delivered
374,2024-07-10,629,19,Delivered
375,2023-09-19,647,10,Processing
376,2024-04-03,656,52,Shipped
377,2021-12-16,432,41,Cancelled
378,2021-01-16,586,26,Pending
379,2023-05-23,82,11,Shipped
380,2024-07-14,234,21,Shipped
381,2024-02-13,669,19,Returned
382,2024-07-19,274,39,Returned
383,2024-12-06,405,18,Delivered
384,2022-07-29,800,24,Returned
385,2021-10-05,602,34,Delivered
386,2021-09-15,424,11,Processing
387,2021-10-29,875,2,Processing
388,2023-08-11,746,16,Returned
389,2024-07-17,258,48,Returned
390,2022-05-14,768,6,Processing
391,2022-04-27,171,26,Pending
392,2023-04-18,98,5,Delivered
393,2023-08-15,562,4,Pending
394,2021-10-30,790,26,Cancelled
395,2022-03-01,784,6,Pending
396,2024-01-23,269,40,Processing
397,2021-09-19,87,42,Delivered
398,2024-10-25,317,15,Processing
399,2023-10-21,756,19,Delivered
400,2021-01-13,642,9,Processing
401,2021-11-09,540,54,Processing
402,2023-12-05,30,3,Returned
403,2024-11-23,366,21,Delivered
404,2022-11-23,479,35,Shipped
405,2021-06-26,562,29,Processing
406,2022-01-12,715,35,Processing
407,2021-07-26,606,39,Delivered
408,2021-06-30,647,48,Returned
409,2024-01-21,899,37,Delivered
410,2024-03-07,537,41,Returned
411,2024-07-13,547,20,Shipped
412,2023-01-09,494,35,Processing
413,2024-05-29,825,6,Delivered
414,2022-09-06,316,24,Delivered
415,2023-10-26,267,10,Shipped
416,2022-02-14,11,1,Cancelled
417,2024-09-24,835,49,Processing
418,2022-05-23,353,19,Delivered
419,2023-09-25,548,1,Returned
420,2021-04-29,504,49,Delivered
421,2024-01-11,307,1,Delivered
422,2022-05-13,818,19,Cancelled
423,2024-12-01,237,51,Pending
424,2024-01-20,562,24,Processing
425,2022-06-20,422,36,Delivered
426,2021-05-03,405,16,Processing
427,2024-03-15,733,48,Returned
428,2021-08-20,400,54,Delivered
429,2022-07-27,226,17,Pending
430,2022-06-11,433,41,Processing
431,2024-05-03,530,49,Cancelled
432,2023-03-22,827,45,Returned
433,2022-10-18,279,19,Returned
434,2024-08-06,761,35,Shipped
435,2021-01-09,423,13,Pending
436,2023-08-13,187,9,Shipped
437,2022-11-12,114,41,Delivered
438,2023-11-09,633,29,Shipped
439,2024-12-21,718,40,Delivered
440,2021-06-23,193,21,Pending
441,2022-05-16,156,4,Cancelled
442,2022-12-20,23,12,Pending
443,2023-04-10,289,18,Processing
444,2023-08-29,733,29,Returned
445,2022-09-25,9,15,Pending
446,2023-08-15,155,1,Delivered
447,2024-09-24,223,22,Delivered
448,2024-11-03,320,51,Delivered
449,2021-08-23,381,30,Returned
450,2023-11-07,811,3,Shipped
451,2023-09-22,83,54,Processing
452,2024-04-25,58,18,Delivered
453,2021-08-12,74,35,Delivered
454,2021-02-14,186,13,Shipped
455,2023-04-07,837,25,Pending
456,2023-06-13,125,50,Returned
457,2021-10-26,255,25,Delivered
458,2021-09-13,254,48,Pending
459,2022-01-05,204,30,Returned
460,2022-11-19,790,7,Cancelled
461,2024-07-12,682,14,Delivered
462,2022-09-30,399,44,Shipped
463,2023-08-24,331,11,Returned
464,2024-10-12,746,3,Returned
465,2021-03-02,563,34,Pending
466,2022-12-03,260,31,Returned
467,2023-01-07,306,13,Shipped
468,2021-01-27,54,43,Processing
469,2024-08-30,116,16,Returned
470,2021-10-05,445,21,Pending
471,2022-09-05,172,51,Shipped
472,2023-08-19,599,8,Delivered
473,2024-08-09,809,16,Pending
474,2024-05-24,44,38,Returned
475,2021-01-18,487,45,Cancelled
476,2024-03-10,159,24,Pending
477,2022-04-26,255,11,Delivered
478,2024-09-21,94,44,Cancelled
479,2024-01-19,347,49,Returned
480,2023-08-06,62,4,Shipped
481,2024-07-25,661,10,Returned
482,2024-01-20,550,51,Pending
483,2021-03-07,129,32,Processing
484,2024-01-29,325,36,Returned
485,2023-11-29,775,23,Delivered
486,2022-11-13,751,13,Pending
487,2022-03-09,706,25,Shipped
488,2023-10-29,742,9,Shipped
489,2023-06-13,41,32,Returned
490,2022-05-19,449,36,Shipped
491,2024-06-17,556,45,Delivered
492,2024-03-05,195,37,Processing
493,2023-08-30,557,23,Shipped
494,2023-09-09,750,30,Shipped
495,2021-11-07,889,54,Cancelled
496,2024-06-13,882,36,Processing
497,2021-11-28,71,34,Processing
498,2023-05-08,461,19,Shipped
499,2022-07-05,555,24,Delivered
500,2022-12-01,1,50,Returned
501,2024-12-29,519,25,Returned
502,2021-09-22,190,2,Cancelled
503,2023-06-13,878,24,Cancelled
504,2021-06-13,245,21,Returned
505,2024-02-16,65,43,Cancelled
506,2022-09-14,839,25,Processing
507,2022-03-19,537,44,Delivered
508,2023-07-15,785,36,Processing
509,2024-11-12,628,19,Shipped
510,2023-05-07,420,42,Shipped
511,2023-02-14,114,7,Cancelled
512,2021-01-02,675,5,Pending
513,2021-02-22,856,9,Processing
514,2024-10-04,895,3,Processing
515,2024-06-17,110,32,Processing
516,2021-08-31,102,3,Cancelled
517,2021-02-10,658,54,Delivered
518,2024-01-28,674,32,Cancelled
519,2021-07-11,639,45,Cancelled
520,2023-11-08,263,4,Shipped
521,2022-06-22,227,39,Returned
522,2024-02-04,73,1,Processing
523,2023-06-17,672,32,Pending
524,2024-07-15,480,52,Returned
525,2022-12-28,63,24,Cancelled
526,2021-02-10,762,27,Shipped
527,2024-06-11,814,46,Pending
528,2022-06-15,844,40,Shipped
529,2021-10-04,542,3,Returned
530,2022-12-08,73,54,Shipped
531,2023-05-25,80,14,Cancelled
532,2022-03-14,100,7,Returned
533,2023-11-21,237,35,Delivered
534,2023-06-29,195,13,Cancelled
535,2023-03-14,673,16,Cancelled
536,2022-01-13,641,12,Cancelled
537,2023-01-21,768,36,Delivered
538,2021-09-22,765,7,Returned
539,2024-07-09,591,23,Returned
540,2024-03-17,470,45,Returned
541,2021-08-11,438,7,Processing
542,2021-10-02,812,12,Cancelled
543,2022-10-24,412,33,Shipped
544,2024-11-02,674,11,Cancelled
545,2021-08-06,615,29,Shipped
546,2023-06-26,323,36,Shipped
547,2024-10-20,866,24,Delivered
548,2022-06-06,783,41,Delivered
549,2021-10-11,846,47,Shipped
550,2021-06-12,624,16,Cancelled
551,2024-02-05,559,14,Delivered
552,2024-09-17,785,36,Returned
553,2021-04-15,261,24,Delivered
554,2022-09-08,459,26,Pending
555,2021-04-16,744,3,Shipped
556,2023-01-23,611,2,Cancelled
557,2022-10-20,139,20,Pending
558,2021-05-17,308,15,Processing
559,2022-07-30,877,21,Pending
560,2024-06-27,791,53,Returned
561,2024-05-30,843,18,Cancelled
562,2021-08-19,524,36,Cancelled
563,2024-11-08,586,10,Pending
564,2021-09-05,39,30,Shipped
565,2021-11-27,160,9,Shipped
566,2022-12-14,376,38,Processing
567,2023-06-28,239,17,Shipped
568,2022-02-09,95,37,Delivered
569,2024-05-25,583,14,Returned
570,2024-11-10,80,47,Shipped
571,2023-10-06,812,31,Processing
572,2022-05-16,500,53,Returned
573,2021-11-07,720,37,Pending
574,2024-07-10,610,42,Shipped
575,2023-07-23,39,47,Cancelled
576,2021-05-13,391,6,Pending
577,2023-11-11,790,22,Shipped
578,2021-04-02,837,28,Delivered
579,2022-01-04,889,8,Processing
580,2024-08-05,766,42,Cancelled
581,2023-07-08,12,41,Returned
582,2021-05-22,392,4,Shipped
583,2022-08-31,537,3,Shipped
584,2022-08-17,553,37,Processing
585,2024-08-25,335,33,Returned
586,2023-09-10,227,10,Pending
587,2021-02-04,690,47,Delivered
588,2022-10-10,457,49,Cancelled
589,2023-12-30,590,33,Pending
590,2022-07-09,228,28,Shipped
591,2021-01-28,806,26,Processing
592,2024-03-07,136,22,Pending
593,2021-05-20,488,37,Returned
594,2022-12-20,51,36,Delivered
595,2024-09-21,269,6,Delivered
596,2021-12-01,514,28,Returned
597,2024-09-11,134,49,Processing
598,2024-12-05,493,36,Processing
599,2021-10-28,500,26,Returned
600,2022-02-26,586,13,Cancelled
601,2022-02-25,631,48,Cancelled
602,2021-07-12,253,16,Pending
603,2022-08-02,273,50,Delivered
604,2024-07-24,332,44,Cancelled
605,2023-09-03,92,8,Returned
606,2024-03-13,424,28,Shipped
607,2022-11-20,357,13,Shipped
608,2022-04-26,353,39,Returned
609,2022-03-18,25,50,Shipped
610,2023-07-22,174,23,Cancelled
611,2021-11-10,842,52,Delivered
612,2024-06-29,639,10,Delivered
613,2022-04-29,46,53,Processing
614,2023-01-21,205,44,Shipped
615,2021-02-23,160,49,Returned
616,2023-11-08,874,6,Pending
617,2021-11-19,758,4,Processing
618,2024-08-14,636,10,Shipped
619,2023-04-11,15,22,Returned
620,2023-03-04,824,8,Shipped
621,2023-12-23,461,31,Pending
622,2024-08-24,340,14,Returned
623,2022-06-28,551,14,Processing
624,2022-05-31,560,34,Shipped
625,2022-10-19,562,31,Cancelled
626,2023-02-07,748,10,Returned
627,2021-09-21,716,43,Pending
628,2023-01-07,386,38,Returned
629,2024-05-22,540,3,Shipped
630,2024-12-26,175,4,Shipped
631,2021-05-13,206,51,Returned
632,2024-03-17,633,18,Pending
633,2022-01-10,477,42,Pending
634,2021-02-01,69,25,Returned
635,2022-01-26,278,43,Returned
636,2021-05-05,369,7,Pending
637,2021-01-13,300,42,Delivered
638,2024-06-26,237,25,Cancelled
639,2022-11-10,727,7,Shipped
640,2023-06-06,497,39,Cancelled
641,2021-05-24,91,12,Processing
642,2021-08-01,513,30,Cancelled
643,2021-04-06,730,2,Pending
644,2021-07-08,254,34,Shipped
645,2023-07-14,342,32,Delivered
646,2024-04-17,763,11,Pending
647,2022-11-12,356,44,Shipped
648,2021-01-13,364,41,Shipped
649,2021-12-20,242,33,Shipped
650,2021-02-25,832,4,Returned
651,2022-05-09,264,25,Pending
652,2021-01-16,569,18,Processing
653,2021-09-24,156,22,Delivered
654,2021-06-21,673,9,Pending
655,2024-09-27,748,25,Cancelled
656,2023-09-08,695,40,Returned
657,2021-04-07,703,15,Delivered
658,2022-12-10,247,37,Processing
659,2021-04-24,437,20,Cancelled
660,2023-10-20,338,29,Cancelled
661,2024-04-06,135,14,Returned
662,2024-09-17,142,38,Cancelled
663,2021-08-15,701,52,Processing
664,2022-09-19,884,9,Shipped
665,2022-12-01,706,46,Cancelled
666,2021-09-14,139,28,Processing
667,2021-06-17,672,37,Processing
668,2024-12-03,326,5,Cancelled
669,2022-02-20,546,47,Pending
670,2021-05-09,189,21,Processing
671,2023-03-06,745,2,Shipped
672,2024-06-18,424,27,Shipped
673,2021-04-04,454,48,Returned
674,2024-08-13,757,18,Processing
675,2022-10-18,798,13,Pending
676,2022-02-11,135,12,Pending
677,2021-04-20,781,40,Cancelled
678,2022-11-16,274,39,Cancelled
679,2023-08-04,628,15,Cancelled
680,2022-01-15,238,15,Returned
681,2022-12-18,27,23,Pending
682,2021-06-02,705,50,Delivered
683,2022-06-30,138,33,Cancelled
684,2021-07-27,481,46,Returned
685,2024-06-11,383,12,Delivered
686,2023-02-09,504,31,Processing
687,2022-11-15,168,13,Processing
688,2021-11-15,34,27,Pending
689,2023-10-17,277,27,Processing
690,2024-04-14,761,43,Processing
691,2023-02-11,776,14,Pending
692,2024-02-09,182,29,Cancelled
693,2023-07-12,502,45,Shipped
694,2021-05-14,888,30,Processing
695,2022-02-23,438,26,Pending
696,2021-02-25,623,48,Delivered
697,2024-10-15,738,21,Delivered
698,2021-08-04,627,48,Cancelled
699,2024-07-24,609,35,Cancelled
700,2021-11-22,657,46,Pending
701,2024-01-24,534,7,Delivered
702,2022-04-03,468,53,Pending
703,2024-04-23,899,16,Cancelled
704,2022-03-26,551,26,Returned
705,2023-06-01,41,36,Delivered
706,2021-08-14,529,49,Returned
707,2024-07-27,51,13,Shipped
708,2021-09-16,451,26,Shipped
709,2022-01-31,793,53,Shipped
710,2022-08-22,473,11,Delivered
711,2023-07-17,302,40,Pending
712,2023-12-29,707,34,Processing
713,2024-09-06,475,54,Returned
714,2021-08-10,463,6,Returned
715,2022-07-27,513,8,Processing
716,2022-03-30,798,38,Returned
717,2023-01-25,560,9,Delivered
718,2021-11-26,424,21,Delivered
719,2023-09-01,26,12,Delivered
720,2024-06-29,605,46,Processing
721,2023-08-23,466,6,Shipped
722,2023-07-11,332,45,Returned
723,2021-06-13,729,51,Processing
724,2024-07-20,736,47,Pending
725,2022-06-27,94,8,Returned
726,2022-04-28,461,41,Shipped
727,2023-05-11,88,34,Returned
728,2024-03-29,394,47,Cancelled
729,2021-01-27,627,11,Delivered
730,2024-07-17,564,25,Pending
731,2023-03-12,787,11,Shipped
732,2023-06-23,580,43,Processing
733,2023-09-19,167,10,Processing
734,2023-09-21,788,46,Pending
735,2024-03-13,430,20,Shipped
736,2022-05-02,748,50,Delivered
737,2024-09-27,296,41,Processing
738,2022-09-14,121,9,Processing
739,2024-06-11,4,40,Shipped
740,2022-09-04,13,30,Delivered
741,2021-11-01,876,32,Cancelled
742,2021-07-26,827,1,Cancelled
743,2024-10-23,506,16,Processing
744,2022-06-18,603,43,Delivered
745,2022-08-14,465,27,Delivered
746,2023-07-05,82,39,Cancelled
747,2024-04-14,7,16,Cancelled
748,2024-06-12,285,40,Returned
749,2021-10-30,571,53,Processing
750,2021-02-19,51,12,Processing
751,2021-08-28,57,42,Shipped
752,2021-10-01,38,10,Pending
753,2023-05-30,684,37,Cancelled
754,2023-05-28,306,22,Pending
755,2023-09-03,51,7,Delivered
756,2023-08-06,183,11,Returned
757,2021-06-21,292,40,Returned
758,2021-11-01,709,45,Cancelled
759,2023-02-03,587,51,Cancelled
760,2022-07-08,182,30,Returned
761,2022-09-08,593,24,Pending
762,2024-09-12,96,50,Shipped
763,2024-03-22,331,24,Delivered
764,2023-01-05,840,5,Delivered
765,2022-01-31,864,36,Pending
766,2021-01-02,300,31,Processing
767,2021-08-15,125,45,Shipped
768,2021-03-11,338,34,Delivered
769,2024-08-28,538,14,Returned
770,2023-12-28,215,40,Pending
771,2023-07-22,112,37,Returned
772,2022-06-15,645,34,Pending
773,2024-11-27,496,47,Returned
774,2021-08-30,620,51,Returned
775,2023-11-06,295,28,Cancelled
776,2022-04-14,869,21,Shipped
777,2021-02-09,539,37,Cancelled
778,2022-03-22,363,9,Cancelled
779,2024-04-23,577,32,Cancelled
780,2021-12-06,747,41,Delivered
781,2024-10-16,505,52,Processing
782,2022-12-28,625,15,Returned
783,2022-02-04,298,13,Pending
784,2024-01-15,122,2,Delivered
785,2024-05-18,641,51,Pending
786,2023-05-13,756,55,Processing
787,2023-07-23,819,40,Delivered
788,2021-07-22,424,3,Shipped
